species_1,species_2,distance
640780820,365177636,1.0
640780820,530539693,1.0
640780820,530539659,1.0
640780820,396951394,1.0
640780820,2442239961,1.0
640780820,562865672,1.0
2328020901,122394,0.8670886075949367
2328020901,395515590,0.8924050632911392
2328020901,2990525618,0.6666666666666666
2328020901,122395,0.8980891719745223
2328020901,2119467502,0.8924050632911392
2328020901,38502825,0.8860759493670886
2328020901,122429,0.8853503184713376
2328020901,2945172904,0.879746835443038
2328020901,2826373145,0.7637795275590551
2328020901,1190424385,0.8994974874371859
2328020901,1919063931,0.8734177215189873
2328020901,1561931297,0.8860759493670886
2328020901,2990484647,0.9096774193548387
2328020901,586486803,0.8924050632911392
2328020901,246398,0.89171974522293
2328020901,3027848108,0.8924050632911392
2328020901,1586281608,0.879746835443038
2328020901,1586281612,0.879746835443038
2328020901,122500,0.8726114649681529
2328020901,585692088,0.8734177215189873
2328020901,257122977,0.879746835443038
2328020901,526117607,0.8860759493670886
2328020901,257122987,0.879746835443038
2328020901,2282135466,0.879746835443038
2328020901,634894465,0.879746835443038
2328020901,122469,0.879746835443038
2328020901,122363,0.8789808917197452
2328020901,1934719391,0.8734177215189873
2328020901,3064345421,0.8607594936708861
2328020901,821138343,0.9407894736842105
2328020901,2437663959,0.8734177215189873
2328020901,1845331203,0.8910891089108911
2328020901,110831900,0.8607594936708861
2328020901,110831865,0.8670886075949367
2328020901,1432292164,0.8670886075949367
2328020901,115502084,0.8544303797468354
2328020901,116666788,0.8598726114649682
2328020901,15825904,0.8598726114649682
2328020901,122386,0.8598726114649682
2328020901,1244121761,0.8734177215189873
2328020901,1570467483,0.8670886075949367
2328020901,1304957200,0.8734177215189873
2328020901,1900073867,0.8734177215189873
2328020901,62901551,0.8670886075949367
2328020901,2020860954,0.8734177215189873
2328020901,1965590930,0.8544303797468354
2328020901,2166937976,0.8734177215189873
2328020901,585159800,0.8734177215189873
2328020901,1820924914,0.8670886075949367
2328020901,2223376880,0.8670886075949367
2328020901,254753,0.8789808917197452
2328020901,122435,0.8662420382165605
2328020901,2181326916,0.8544303797468354
2328020901,122438,0.8789808917197452
2328020901,2721831674,0.8670886075949367
2328020901,1876191732,0.8670886075949367
2328020901,110831902,0.8734177215189873
2328020901,198385320,0.8734177215189873
2328020901,2526590216,0.946969696969697
2328020901,742081986,0.8734177215189873
2328020901,2878487968,0.925
2328020901,253714,0.8734177215189873
2328020901,2411742238,0.8607594936708861
2328020901,528765669,0.9113300492610837
2328020901,198385324,0.8670886075949367
2328020901,2813700222,0.8670886075949367
2328020901,2090184923,0.8734177215189873
2328020901,1876191736,0.8607594936708861
2328020901,2625260778,0.8734177215189873
2328020901,1876191734,0.8670886075949367
2328020901,1246207407,0.8860759493670886
2328020901,224466210,0.8860759493670886
2328020901,2806554252,0.9541984732824428
2328020901,2625717462,0.9473684210526315
2328020901,2597701741,0.7819548872180451
2328020901,2528715546,0.8734177215189873
2328020901,2566684570,0.8734177215189873
2328020901,2589475259,0.8860759493670886
2328020901,122413,0.8726114649681529
2328020901,602682858,0.8860759493670886
2328020901,2589191878,0.8860759493670886
2328020901,1430744588,0.8860759493670886
2328020901,2492285051,0.8979591836734694
2328020901,2746031310,0.9281045751633987
2328020901,1378885077,0.8860759493670886
2328020901,110831911,0.8734177215189873
2328020901,1927320890,0.8670886075949367
2328020901,62901566,0.8726114649681529
2328020901,122391,0.8789808917197452
2328020901,1374962190,0.879746835443038
2328020901,2472484191,0.8607594936708861
2328020901,1121793499,0.8670886075949367
2328020901,122437,0.8726114649681529
2328020901,246008,0.8598726114649682
2328020901,122426,0.8662420382165605
2328020901,1016699547,0.8734177215189873
2328020901,1910897689,0.8734177215189873
2328020901,554551827,0.8670886075949367
2328020901,378548355,0.8726114649681529
2328020901,530230119,0.8670886075949367
2328020901,2591575512,0.879746835443038
2328020901,2076549982,0.8734177215189873
2328020901,358002578,0.8670886075949367
2328020901,115502088,0.8670886075949367
2328020901,2555152565,0.8607594936708861
2328020901,2731402,0.879746835443038
2328020901,122479,0.8598726114649682
2328020901,122494,0.8726114649681529
2328020901,2957699805,0.8734177215189873
2328020901,2318338603,0.8734177215189873
2328020901,1226042084,0.879746835443038
2328020901,414524181,0.8670886075949367
2328020901,2800093296,0.879746835443038
2328020901,1842147303,0.9307692307692308
2328020901,1949673465,0.8607594936708861
2328020901,3057982058,0.8195488721804511
2328020901,1139432807,0.879746835443038
2328020901,1226042096,0.8924050632911392
2328020901,918609388,0.8987341772151899
2328020901,2528560910,0.9384615384615385
2328020901,115502091,0.8607594936708861
2328020901,1868360200,0.8670886075949367
2328020901,122388,0.8726114649681529
2328020901,1226042072,0.8670886075949367
2328020901,2859757273,0.8734177215189873
2328020901,2442239965,0.8607594936708861
2328020901,731208367,0.8670886075949367
2328020901,1621901632,0.879746835443038
2328020901,513025151,0.8860759493670886
2328020901,537392958,0.8734177215189873
2328020901,507536267,0.879746835443038
2328020901,1562450271,0.8195488721804511
2328020901,1768047980,0.8853503184713376
2328020901,1211458136,0.9632352941176471
2328020901,2025749696,0.8670886075949367
2328020901,3037414136,0.9496402877697842
2328020901,145301549,0.8670886075949367
2328020901,658157874,0.8670886075949367
2328020901,674082701,0.8670886075949367
2328020901,507631735,0.8734177215189873
2328020901,122450,0.8662420382165605
2328020901,1908095908,0.8670886075949367
2328020901,378548360,0.8598726114649682
2328020901,2240595723,0.879746835443038
2328020901,762061013,0.8670886075949367
2328020901,2318691740,0.9323308270676691
2328020901,1226042090,0.8670886075949367
2328020901,2496815897,0.9333333333333333
2328020901,60678292,0.8924050632911392
2328020901,2219437535,0.9307692307692308
2328020901,2795349420,0.8860759493670886
2328020901,1226042078,0.8734177215189873
2328020901,122484,0.8598726114649682
2328020901,537392960,0.8607594936708861
2328020901,378548361,0.8598726114649682
2328020901,1226042086,0.879746835443038
2328020901,1474821786,0.8607594936708861
2328020901,2687706319,0.9375
2328020901,762060993,0.8670886075949367
2328020901,1498472065,0.8607594936708861
2328020901,817309587,0.8062015503875969
2328020901,110831918,0.8670886075949367
2328020901,1864417489,0.8062015503875969
2328020901,1934031293,0.8607594936708861
2328020901,122495,0.8662420382165605
2328020901,122377,0.8662420382165605
2328020901,1498472069,0.8607594936708861
2328020901,635031995,0.7769230769230769
2328020901,795297664,0.8607594936708861
2328020901,2843003169,0.8670886075949367
2328020901,1498472061,0.8607594936708861
2328020901,2837958551,0.9473684210526315
2328020901,2694958461,0.8076923076923077
2328020901,47115689,0.8726114649681529
2328020901,4929996,0.8641975308641975
2328020901,2552957787,0.7969924812030075
2328020901,2168868935,0.8607594936708861
2328020901,122481,0.8662420382165605
2328020901,1498472055,0.8607594936708861
2328020901,122422,0.8662420382165605
2328020901,355756398,0.8607594936708861
2328020901,122434,0.8662420382165605
2328020901,122366,0.8598726114649682
2328020901,1149808806,0.8607594936708861
2328020901,1498472067,0.8607594936708861
2328020901,1498472063,0.8607594936708861
2328020901,1743175490,0.8607594936708861
2328020901,2441695316,0.9461538461538461
2328020901,176990,0.8544303797468354
2328020901,2490739653,0.8076923076923077
2328020901,52000980,0.8607594936708861
2328020901,115502090,0.8607594936708861
2328020901,2752813076,0.8208955223880597
2328020901,342829,0.8607594936708861
2328020901,826336946,0.8670886075949367
2328020901,724914786,0.8607594936708861
2328020901,47115544,0.8662420382165605
2328020901,2676527375,0.879746835443038
2328020901,2646899794,0.9230769230769231
2328020901,527461777,0.8607594936708861
2328020901,218157240,0.8924050632911392
2328020901,365177636,0.879746835443038
2328020901,530539693,0.8607594936708861
2328020901,530539659,0.8607594936708861
2328020901,396951394,0.8734177215189873
2328020901,2442239961,0.8734177215189873
2328020901,562865672,0.8734177215189873
122394,395515590,0.5402298850574713
122394,2990525618,0.847682119205298
122394,122395,0.5375722543352601
122394,2119467502,0.5402298850574713
122394,38502825,0.5459770114942529
122394,122429,0.4682080924855491
122394,2945172904,0.46551724137931033
122394,2826373145,0.8666666666666667
122394,1190424385,0.5813953488372093
122394,1919063931,0.45977011494252873
122394,1561931297,0.5172413793103449
122394,2990484647,0.6609195402298851
122394,586486803,0.4942528735632184
122394,246398,0.49710982658959535
122394,3027848108,0.5057471264367817
122394,1586281608,0.5172413793103449
122394,1586281612,0.5057471264367817
122394,122500,0.48554913294797686
122394,585692088,0.5057471264367817
122394,257122977,0.5114942528735632
122394,526117607,0.5229885057471264
122394,257122987,0.5114942528735632
122394,2282135466,0.5114942528735632
122394,634894465,0.5
122394,122469,0.5172413793103449
122394,122363,0.5086705202312138
122394,1934719391,0.5172413793103449
122394,3064345421,0.5057471264367817
122394,821138343,0.8928571428571429
122394,2437663959,0.5114942528735632
122394,1845331203,0.591743119266055
122394,110831900,0.4885057471264368
122394,110831865,0.5
122394,1432292164,0.4885057471264368
122394,115502084,0.4885057471264368
122394,116666788,0.4913294797687861
122394,15825904,0.4913294797687861
122394,122386,0.5144508670520231
122394,1244121761,0.5114942528735632
122394,1570467483,0.4942528735632184
122394,1304957200,0.5172413793103449
122394,1900073867,0.4942528735632184
122394,62901551,0.5
122394,2020860954,0.5114942528735632
122394,1965590930,0.4942528735632184
122394,2166937976,0.5114942528735632
122394,585159800,0.5
122394,1820924914,0.5057471264367817
122394,2223376880,0.5
122394,254753,0.5144508670520231
122394,122435,0.49710982658959535
122394,2181326916,0.4885057471264368
122394,122438,0.5028901734104047
122394,2721831674,0.5057471264367817
122394,1876191732,0.4827586206896552
122394,110831902,0.4827586206896552
122394,198385320,0.4942528735632184
122394,2526590216,0.8866666666666667
122394,742081986,0.4885057471264368
122394,2878487968,0.8981481481481481
122394,253714,0.4942528735632184
122394,2411742238,0.47701149425287354
122394,528765669,0.6210045662100456
122394,198385324,0.4885057471264368
122394,2813700222,0.4827586206896552
122394,2090184923,0.4885057471264368
122394,1876191736,0.4827586206896552
122394,2625260778,0.4827586206896552
122394,1876191734,0.4942528735632184
122394,1246207407,0.5
122394,224466210,0.5114942528735632
122394,2806554252,0.8866666666666667
122394,2625717462,0.9006622516556292
122394,2597701741,0.8924050632911392
122394,2528715546,0.4885057471264368
122394,2566684570,0.5
122394,2589475259,0.5057471264367817
122394,122413,0.5086705202312138
122394,602682858,0.5057471264367817
122394,2589191878,0.5114942528735632
122394,1430744588,0.5
122394,2492285051,0.888235294117647
122394,2746031310,0.8994082840236687
122394,1378885077,0.5057471264367817
122394,110831911,0.4885057471264368
122394,1927320890,0.47701149425287354
122394,62901566,0.48554913294797686
122394,122391,0.4913294797687861
122394,1374962190,0.5057471264367817
122394,2472484191,0.4942528735632184
122394,1121793499,0.5057471264367817
122394,122437,0.5086705202312138
122394,246008,0.4913294797687861
122394,122426,0.4913294797687861
122394,1016699547,0.5229885057471264
122394,1910897689,0.4885057471264368
122394,554551827,0.5
122394,378548355,0.48554913294797686
122394,530230119,0.4827586206896552
122394,2591575512,0.4942528735632184
122394,2076549982,0.4942528735632184
122394,358002578,0.4885057471264368
122394,115502088,0.4942528735632184
122394,2555152565,0.4942528735632184
122394,2731402,0.5
122394,122479,0.4913294797687861
122394,122494,0.49710982658959535
122394,2957699805,0.5057471264367817
122394,2318338603,0.5
122394,1226042084,0.5
122394,414524181,0.4885057471264368
122394,2800093296,0.4942528735632184
122394,1842147303,0.875
122394,1949673465,0.4885057471264368
122394,3057982058,0.9050632911392406
122394,1139432807,0.5172413793103449
122394,1226042096,0.5114942528735632
122394,918609388,0.5689655172413793
122394,2528560910,0.8767772511848341
122394,115502091,0.5
122394,1868360200,0.5172413793103449
122394,122388,0.49710982658959535
122394,1226042072,0.5057471264367817
122394,2859757273,0.4942528735632184
122394,2442239965,0.5057471264367817
122394,731208367,0.47701149425287354
122394,1621901632,0.4942528735632184
122394,513025151,0.5919540229885057
122394,537392958,0.47701149425287354
122394,507536267,0.5114942528735632
122394,1562450271,0.9050632911392406
122394,1768047980,0.5202312138728323
122394,1211458136,0.8881578947368421
122394,2025749696,0.4827586206896552
122394,3037414136,0.8782051282051282
122394,145301549,0.4885057471264368
122394,658157874,0.5
122394,674082701,0.5
122394,507631735,0.4942528735632184
122394,122450,0.5028901734104047
122394,1908095908,0.5057471264367817
122394,378548360,0.45664739884393063
122394,2240595723,0.5114942528735632
122394,762061013,0.5
122394,2318691740,0.8580645161290322
122394,1226042090,0.5057471264367817
122394,2496815897,0.8571428571428571
122394,60678292,0.5229885057471264
122394,2219437535,0.9013157894736842
122394,2795349420,0.5057471264367817
122394,1226042078,0.4942528735632184
122394,122484,0.4682080924855491
122394,537392960,0.5057471264367817
122394,378548361,0.48554913294797686
122394,1226042086,0.4942528735632184
122394,1474821786,0.47126436781609193
122394,2687706319,0.8827586206896552
122394,762060993,0.5229885057471264
122394,1498472065,0.4827586206896552
122394,817309587,0.8662420382165605
122394,110831918,0.47701149425287354
122394,1864417489,0.89171974522293
122394,1934031293,0.47126436781609193
122394,122495,0.49710982658959535
122394,122377,0.48554913294797686
122394,1498472069,0.4827586206896552
122394,635031995,0.8987341772151899
122394,795297664,0.4827586206896552
122394,2843003169,0.5
122394,1498472061,0.4827586206896552
122394,2837958551,0.8741721854304636
122394,2694958461,0.879746835443038
122394,47115689,0.49710982658959535
122394,4929996,0.6123595505617978
122394,2552957787,0.8734177215189873
122394,2168868935,0.4942528735632184
122394,122481,0.4682080924855491
122394,1498472055,0.4885057471264368
122394,122422,0.4913294797687861
122394,355756398,0.4827586206896552
122394,122434,0.48554913294797686
122394,122366,0.4797687861271676
122394,1149808806,0.5229885057471264
122394,1498472067,0.4827586206896552
122394,1498472063,0.4827586206896552
122394,1743175490,0.4827586206896552
122394,2441695316,0.9276315789473685
122394,176990,0.5057471264367817
122394,2490739653,0.879746835443038
122394,52000980,0.4885057471264368
122394,115502090,0.4885057471264368
122394,2752813076,0.8860759493670886
122394,342829,0.4827586206896552
122394,826336946,0.4885057471264368
122394,724914786,0.47701149425287354
122394,47115544,0.4797687861271676
122394,2676527375,0.5114942528735632
122394,2646899794,0.868421052631579
122394,527461777,0.4942528735632184
122394,218157240,0.5229885057471264
122394,365177636,0.5172413793103449
122394,530539693,0.5114942528735632
122394,530539659,0.4885057471264368
122394,396951394,0.5172413793103449
122394,2442239961,0.5057471264367817
122394,562865672,0.4885057471264368
395515590,2990525618,0.8675496688741722
395515590,122395,0.5953757225433526
395515590,2119467502,0.5977011494252874
395515590,38502825,0.5919540229885057
395515590,122429,0.5433526011560693
395515590,2945172904,0.5402298850574713
395515590,2826373145,0.8666666666666667
395515590,1190424385,0.641860465116279
395515590,1919063931,0.5574712643678161
395515590,1561931297,0.5517241379310345
395515590,2990484647,0.6609195402298851
395515590,586486803,0.5459770114942529
395515590,246398,0.5433526011560693
395515590,3027848108,0.5344827586206896
395515590,1586281608,0.5344827586206896
395515590,1586281612,0.5402298850574713
395515590,122500,0.5202312138728323
395515590,585692088,0.5459770114942529
395515590,257122977,0.5287356321839081
395515590,526117607,0.5287356321839081
395515590,257122987,0.5287356321839081
395515590,2282135466,0.5287356321839081
395515590,634894465,0.5057471264367817
395515590,122469,0.5344827586206896
395515590,122363,0.5260115606936416
395515590,1934719391,0.5229885057471264
395515590,3064345421,0.5402298850574713
395515590,821138343,0.9107142857142857
395515590,2437663959,0.5287356321839081
395515590,1845331203,0.6100917431192661
395515590,110831900,0.5057471264367817
395515590,110831865,0.5229885057471264
395515590,1432292164,0.5172413793103449
395515590,115502084,0.5229885057471264
395515590,116666788,0.5260115606936416
395515590,15825904,0.5260115606936416
395515590,122386,0.5202312138728323
395515590,1244121761,0.5287356321839081
395515590,1570467483,0.5229885057471264
395515590,1304957200,0.5344827586206896
395515590,1900073867,0.5229885057471264
395515590,62901551,0.5172413793103449
395515590,2020860954,0.5287356321839081
395515590,1965590930,0.5057471264367817
395515590,2166937976,0.5287356321839081
395515590,585159800,0.5172413793103449
395515590,1820924914,0.5287356321839081
395515590,2223376880,0.5229885057471264
395515590,254753,0.5317919075144508
395515590,122435,0.5144508670520231
395515590,2181326916,0.5172413793103449
395515590,122438,0.5260115606936416
395515590,2721831674,0.5229885057471264
395515590,1876191732,0.5287356321839081
395515590,110831902,0.5287356321839081
395515590,198385320,0.5344827586206896
395515590,2526590216,0.8933333333333333
395515590,742081986,0.5402298850574713
395515590,2878487968,0.9074074074074074
395515590,253714,0.5517241379310345
395515590,2411742238,0.5344827586206896
395515590,528765669,0.6255707762557078
395515590,198385324,0.5287356321839081
395515590,2813700222,0.5344827586206896
395515590,2090184923,0.5287356321839081
395515590,1876191736,0.5287356321839081
395515590,2625260778,0.5287356321839081
395515590,1876191734,0.5229885057471264
395515590,1246207407,0.5517241379310345
395515590,224466210,0.5574712643678161
395515590,2806554252,0.8933333333333333
395515590,2625717462,0.9006622516556292
395515590,2597701741,0.8670886075949367
395515590,2528715546,0.5114942528735632
395515590,2566684570,0.5517241379310345
395515590,2589475259,0.5517241379310345
395515590,122413,0.5202312138728323
395515590,602682858,0.5517241379310345
395515590,2589191878,0.5517241379310345
395515590,1430744588,0.5517241379310345
395515590,2492285051,0.8705882352941177
395515590,2746031310,0.8994082840236687
395515590,1378885077,0.5517241379310345
395515590,110831911,0.5344827586206896
395515590,1927320890,0.5287356321839081
395515590,62901566,0.5317919075144508
395515590,122391,0.5317919075144508
395515590,1374962190,0.5459770114942529
395515590,2472484191,0.5459770114942529
395515590,1121793499,0.5459770114942529
395515590,122437,0.5549132947976878
395515590,246008,0.5375722543352601
395515590,122426,0.5375722543352601
395515590,1016699547,0.5459770114942529
395515590,1910897689,0.5402298850574713
395515590,554551827,0.5517241379310345
395515590,378548355,0.5260115606936416
395515590,530230119,0.5229885057471264
395515590,2591575512,0.5459770114942529
395515590,2076549982,0.5287356321839081
395515590,358002578,0.5344827586206896
395515590,115502088,0.5114942528735632
395515590,2555152565,0.5172413793103449
395515590,2731402,0.5114942528735632
395515590,122479,0.5144508670520231
395515590,122494,0.5086705202312138
395515590,2957699805,0.5344827586206896
395515590,2318338603,0.5344827586206896
395515590,1226042084,0.5402298850574713
395515590,414524181,0.5114942528735632
395515590,2800093296,0.5344827586206896
395515590,1842147303,0.875
395515590,1949673465,0.5229885057471264
395515590,3057982058,0.8924050632911392
395515590,1139432807,0.5632183908045977
395515590,1226042096,0.5747126436781609
395515590,918609388,0.6091954022988506
395515590,2528560910,0.8862559241706162
395515590,115502091,0.5517241379310345
395515590,1868360200,0.5344827586206896
395515590,122388,0.5202312138728323
395515590,1226042072,0.5229885057471264
395515590,2859757273,0.5172413793103449
395515590,2442239965,0.5287356321839081
395515590,731208367,0.5114942528735632
395515590,1621901632,0.5229885057471264
395515590,513025151,0.603448275862069
395515590,537392958,0.5287356321839081
395515590,507536267,0.5402298850574713
395515590,1562450271,0.8924050632911392
395515590,1768047980,0.5491329479768786
395515590,1211458136,0.881578947368421
395515590,2025749696,0.5344827586206896
395515590,3037414136,0.8717948717948718
395515590,145301549,0.5344827586206896
395515590,658157874,0.5287356321839081
395515590,674082701,0.5287356321839081
395515590,507631735,0.5344827586206896
395515590,122450,0.5260115606936416
395515590,1908095908,0.5459770114942529
395515590,378548360,0.5317919075144508
395515590,2240595723,0.5287356321839081
395515590,762061013,0.5344827586206896
395515590,2318691740,0.8580645161290322
395515590,1226042090,0.5172413793103449
395515590,2496815897,0.8636363636363636
395515590,60678292,0.5517241379310345
395515590,2219437535,0.8881578947368421
395515590,2795349420,0.5632183908045977
395515590,1226042078,0.5344827586206896
395515590,122484,0.5202312138728323
395515590,537392960,0.5287356321839081
395515590,378548361,0.5433526011560693
395515590,1226042086,0.5459770114942529
395515590,1474821786,0.5229885057471264
395515590,2687706319,0.8758620689655172
395515590,762060993,0.5574712643678161
395515590,1498472065,0.5229885057471264
395515590,817309587,0.8662420382165605
395515590,110831918,0.5229885057471264
395515590,1864417489,0.8853503184713376
395515590,1934031293,0.5287356321839081
395515590,122495,0.5317919075144508
395515590,122377,0.5260115606936416
395515590,1498472069,0.5229885057471264
395515590,635031995,0.8924050632911392
395515590,795297664,0.5287356321839081
395515590,2843003169,0.5287356321839081
395515590,1498472061,0.5229885057471264
395515590,2837958551,0.8675496688741722
395515590,2694958461,0.879746835443038
395515590,47115689,0.5317919075144508
395515590,4929996,0.651685393258427
395515590,2552957787,0.8670886075949367
395515590,2168868935,0.5172413793103449
395515590,122481,0.5260115606936416
395515590,1498472055,0.5229885057471264
395515590,122422,0.5086705202312138
395515590,355756398,0.5229885057471264
395515590,122434,0.5260115606936416
395515590,122366,0.5202312138728323
395515590,1149808806,0.5402298850574713
395515590,1498472067,0.5229885057471264
395515590,1498472063,0.5287356321839081
395515590,1743175490,0.5229885057471264
395515590,2441695316,0.9210526315789473
395515590,176990,0.5344827586206896
395515590,2490739653,0.879746835443038
395515590,52000980,0.5229885057471264
395515590,115502090,0.5229885057471264
395515590,2752813076,0.879746835443038
395515590,342829,0.5287356321839081
395515590,826336946,0.5517241379310345
395515590,724914786,0.5287356321839081
395515590,47115544,0.5260115606936416
395515590,2676527375,0.5459770114942529
395515590,2646899794,0.8421052631578947
395515590,527461777,0.5172413793103449
395515590,218157240,0.5402298850574713
395515590,365177636,0.5172413793103449
395515590,530539693,0.5172413793103449
395515590,530539659,0.5229885057471264
395515590,396951394,0.5344827586206896
395515590,2442239961,0.5287356321839081
395515590,562865672,0.5229885057471264
2990525618,122395,0.8666666666666667
2990525618,2119467502,0.8741721854304636
2990525618,38502825,0.8543046357615894
2990525618,122429,0.86
2990525618,2945172904,0.8543046357615894
2990525618,2826373145,0.4881889763779528
2990525618,1190424385,0.890625
2990525618,1919063931,0.847682119205298
2990525618,1561931297,0.8675496688741722
2990525618,2990484647,0.9172413793103448
2990525618,586486803,0.8609271523178808
2990525618,246398,0.8666666666666667
2990525618,3027848108,0.8675496688741722
2990525618,1586281608,0.8543046357615894
2990525618,1586281612,0.8543046357615894
2990525618,122500,0.86
2990525618,585692088,0.8609271523178808
2990525618,257122977,0.8675496688741722
2990525618,526117607,0.8741721854304636
2990525618,257122987,0.8675496688741722
2990525618,2282135466,0.8675496688741722
2990525618,634894465,0.8609271523178808
2990525618,122469,0.8741721854304636
2990525618,122363,0.8666666666666667
2990525618,1934719391,0.8675496688741722
2990525618,3064345421,0.847682119205298
2990525618,821138343,0.9448275862068966
2990525618,2437663959,0.8807947019867549
2990525618,1845331203,0.8974358974358975
2990525618,110831900,0.8675496688741722
2990525618,110831865,0.8741721854304636
2990525618,1432292164,0.8741721854304636
2990525618,115502084,0.8675496688741722
2990525618,116666788,0.8733333333333333
2990525618,15825904,0.8733333333333333
2990525618,122386,0.8666666666666667
2990525618,1244121761,0.8807947019867549
2990525618,1570467483,0.8741721854304636
2990525618,1304957200,0.8807947019867549
2990525618,1900073867,0.8675496688741722
2990525618,62901551,0.8741721854304636
2990525618,2020860954,0.8807947019867549
2990525618,1965590930,0.8609271523178808
2990525618,2166937976,0.8807947019867549
